"","gene","term","estimate","statistic","p.value","lod","fdr"
"47","203208_s_at","sensitive",-0.704372788698297,-10.7736907485575,5.12087241479161e-06,4.66171574724971,0.00576971899960531
"48","226180_at","sensitive",-0.726565448530365,-10.7351204251206,5.26018964770738e-06,4.63810104825942,0.00576971899960531
"49","212328_at","sensitive",-0.72051672396161,-10.7268131100689,5.29074760425625e-06,4.63300078726997,0.00576971899960531
"50","217970_s_at","sensitive",-0.913699671987237,-10.7023466907262,5.3819052396867e-06,4.61795053222108,0.00576971899960531
"51","202679_at","sensitive",-0.598027902017212,-10.6556151933627,5.56094097541177e-06,4.58908276374657,0.00584700861212766
"52","228785_at","sensitive",-0.797185319701593,-10.576730099601,5.8784733633522e-06,4.53998832816099,0.00587961162812799
"53","224702_at","sensitive",0.715351783218995,10.5747588340488,5.88666371312214e-06,4.53875560862168,0.00587961162812799
"54","226965_at","sensitive",-0.675983156008271,-10.5607221877603,5.94535434636121e-06,4.52996952363734,0.00587961162812799
"55","217947_at","sensitive",0.731280563658041,10.5425996769307,6.02209878692579e-06,4.51860424448198,0.00587961162812799
"56","225036_at","sensitive",-0.589652297465382,-10.4837137163094,6.27921607237731e-06,4.48150519707915,0.005889860972962
"57","225912_at","sensitive",0.903319074542272,10.4692967451487,6.3440206117836e-06,4.4723825973211,0.005889860972962
"58","217964_at","sensitive",1.02490131737663,10.4667002152693,6.35577132884788e-06,4.47073793069347,0.005889860972962
"59","225430_at","sensitive",-0.705454875533992,-10.4414398630416,6.47136666253113e-06,4.45471120263067,0.00589484976201511
"60","212043_at","sensitive",0.763469410071047,10.3952312569783,6.688956786211e-06,4.42526839831364,0.00589484976201511
"61","228817_at","sensitive",0.751717298997866,10.3828158440005,6.74880454685576e-06,4.41732994185766,0.00589484976201511
"62","210946_at","sensitive",0.617151916779177,10.3738451958625,6.79241947886514e-06,4.4115867512522,0.00589484976201511
"63","218807_at","sensitive",-0.700981509156398,-10.3323283904786,6.9984183878727e-06,4.38492653493954,0.00592158112265157
"64","201707_at","sensitive",0.658862973121855,10.28852528253,7.22336334719201e-06,4.35665428467528,0.00592158112265157
"65","227029_at","sensitive",1.07234259429278,10.2870915095648,7.23086165161145e-06,4.35572636352525,0.00592158112265157
"66","202236_s_at","sensitive",0.883399384560894,10.2627297540993,7.35960691017638e-06,4.3399353388968,0.00592158112265157
"67","224695_at","sensitive",-0.637610150339688,-10.2018822550081,7.69250586803841e-06,4.30029263616752,0.00592158112265157
"68","203706_s_at","sensitive",-0.725261938393911,-10.1999140299349,7.70355154824412e-06,4.29900548136745,0.00592158112265157
"69","225934_at","sensitive",-0.633219885356734,-10.1896032241898,7.76170617240146e-06,4.29225757933416,0.00592158112265157
"70","224777_s_at","sensitive",0.726779360353004,10.1832177975726,7.79796691048766e-06,4.2880744487931,0.00592158112265157
"71","223249_at","sensitive",1.07630224699946,10.1583065970451,7.94125019674346e-06,4.27172426295476,0.00594394206844047
"72","212298_at","sensitive",0.604106528185869,10.1294536303106,8.11089458054551e-06,4.25272565232253,0.00594394206844047
"73","224826_at","sensitive",-0.69205437044023,-10.1222974679169,8.15359419170476e-06,4.24800337200489,0.00594394206844047
"74","205016_at","sensitive",-0.797964371583182,-10.1042714723199,8.26226972476407e-06,4.23609015893842,0.00594394206844047
"75","226696_at","sensitive",-0.644583832555384,-10.0202211295557,8.79082808823675e-06,4.18019927852372,0.00614849934151413
"76","212640_at","sensitive",-0.610653763453571,-9.99574443930686,8.95177659754497e-06,4.16381623019792,0.00614849934151413
"77","1556285_s_at","sensitive",-0.900304727213523,-9.9848492328606,9.0244755082577e-06,4.15650812485294,0.00614849934151413
"78","227747_at","sensitive",0.986286982179731,9.98404105971478,9.02989430961579e-06,4.1559656486562,0.00614849934151413
"79","228061_at","sensitive",-0.683786031618116,-9.96929126581868,9.12943294001275e-06,4.14605572169511,0.00614849934151413
"80","201553_s_at","sensitive",0.834046353919992,9.95163109344237,9.25022794565934e-06,4.1341671402939,0.00614849934151413
"81","209154_at","sensitive",0.756395193522188,9.9395631744274,9.33379872602968e-06,4.12602857289435,0.00614849934151413
"82","201687_s_at","sensitive",-0.683475069744509,-9.7864928858713,1.04703690931636e-05,4.02175934815031,0.00658981529170581
"83","212812_at","sensitive",0.847764771351188,9.78047171304368,1.05181352599438e-05,4.01761809764003,0.00658981529170581
"84","219507_at","sensitive",-0.586492084629979,-9.77466625584514,1.05644206681741e-05,4.01362234204093,0.00658981529170581
"85","218611_at","sensitive",-0.862013256676907,-9.76582205944663,1.06353709677571e-05,4.00752967379094,0.00658981529170581
"86","225914_s_at","sensitive",-0.605281967207004,-9.75450879690584,1.07269055502847e-05,3.99972653760175,0.00658981529170581
"87","238542_at","sensitive",-0.669338001305934,-9.7220927296253,1.09940895369493e-05,3.97730853411674,0.00666725523206351
"88","222589_at","sensitive",-0.652472531439429,-9.70985895025911,1.10968491288117e-05,3.96882499623869,0.00666725523206351
"89","230030_at","sensitive",-0.703659888001861,-9.66771947399493,1.14591017504564e-05,3.93950633728393,0.00681006943702394
"90","222991_s_at","sensitive",-0.648847028702727,-9.5938904876177,1.21260472259727e-05,3.88777495920677,0.00694094494613061
"91","201841_s_at","sensitive",0.735571040762864,9.57349553402399,1.2317848420731e-05,3.87340196892298,0.00694094494613061
